TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00 -7.8024E-01 -5.0692E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.8024E-01 -5.0692E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.8024E-01 -5.0692E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.8024E-01 -5.0692E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.8024E-01 -5.0692E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.8024E-01 -5.0692E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1026E-01 -1.7710E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -8.6498E-02  1.0040E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -8.6498E-02  1.0040E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -8.6498E-02  1.0040E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -8.6498E-02  1.0040E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -8.6498E-02  1.0040E+00  0.0000E+00  0.0000E+00
  0.0000E+00 -8.6498E-02  1.0040E+00  0.0000E+00  0.0000E+00
  0.0000E+00  2.8766E-01  5.7565E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8766E-01  5.7565E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8766E-01  5.7565E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8766E-01  5.7565E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8766E-01  5.7565E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.8888E-01 -1.8628E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6925E-01  1.7785E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6925E-01  1.7785E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6925E-01  1.7785E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6925E-01  1.7785E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6925E-01  1.7785E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6925E-01  1.7785E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.8096E-01  7.1724E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.8096E-01  7.1724E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.8096E-01  7.1724E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.8096E-01  7.1724E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.8096E-01  7.1724E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2259E-01 -9.7190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.3698E-02 -2.8203E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8513E-01  5.1451E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8513E-01  5.1451E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8513E-01  5.1451E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8513E-01  5.1451E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8513E-01  5.1451E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.5070E-01  3.8022E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.5070E-01  3.8022E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.5070E-01  3.8022E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.5070E-01  3.8022E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.5070E-01  3.8022E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.5070E-01  3.8022E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.0985E-01  1.8292E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.0985E-01  1.8292E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.0985E-01  1.8292E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.0985E-01  1.8292E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.0985E-01  1.8292E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.0985E-01  1.8292E-02  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5797E-01 -6.7336E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7287E-01 -8.2213E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7287E-01 -8.2213E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7287E-01 -8.2213E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7287E-01 -8.2213E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7287E-01 -8.2213E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7287E-01 -8.2213E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9135E-01 -1.1662E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9135E-01 -1.1662E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9135E-01 -1.1662E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9135E-01 -1.1662E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9135E-01 -1.1662E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9135E-01 -1.1662E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2685E-01  1.1610E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2685E-01  1.1610E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2685E-01  1.1610E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2685E-01  1.1610E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5011E-01  9.0815E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5011E-01  9.0815E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5011E-01  9.0815E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5011E-01  9.0815E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5011E-01  9.0815E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5011E-01  9.0815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.0742E-01  1.4702E-02  0.0000E+00  0.0000E+00
